Score,Summary,Text
5,"Awesome, Beautifully Balanced Coffee","This is the absolute finest coffee that Tassimo has to offer!  If I had known that the relationship between Tassimo and Starbucks was coming to an end, I would not have purchased their coffee maker.  This coffee offers an intricate depth of dark roasted coffee with none of the bitterness."
5,great product,"this cake is delicious, i used it to make my daughter's birthday cake and everyone wanted seconds, they liked it better than the regular, glutenous cake."
4,Tasty,"The Cinnamon Roll flavors are not quite as good as the other Larabars.  There is just not enough cinnamon for my tastes.  However, they are still very tasty!"
5,"Innovative, healthy and YUMMY!","We love these HappyTots! The flavors are wonderful and the added Salba grain is a great way to add nutrients. My son is in Kindergarten and he asks to take these to school for snack time. The pear added to this combo is especially nice since it adds sweetness not found in the veggies - a very nice balance of flavor. Also, the convenience of the pouch is so great, I keep some in my bag, in my car and at the grandparent's house so I know a healthy snack is always available. Highly recommend trying this product and flavor if you are looking to add tasty nutrition to your child's diet."
5,Cappuccino for Keurig,"This is the best Cappuccino that you can get for your Keurig!!!  We love it!!  If you like the taste of a cappuccino out but can never get that taste at home, this will solve your problem.  I think you will be very pleased with this purchase."
5,Great coffee at great value,If you have a Senseo machine and drink a lot of coffee...this is a great value and will stock you up for a while. Dark yet smooth roast.
3,"Taste great, but beware the high fat levels","They are delicious, yes, but I'm confused how a relatively small bar packing this much fat can be called ""healthy.""  And they sure don't tell you about it in their description!"
5,Ragu Pasta Sauce,My favorite one. I am very happy with this spaghetti sauce. I am very happy with this purchase. It all arrived safely.
3,"OK, but kinda bland","I like the texture of this cereal, and I'm a big fan of peanuts, but this just seems a little bland to me.  It's not a bad taste, just not really very strong to me, so it's kinda like eating semi-sweet slightly flavored little crunchy pieces of cardboard or something.  If it had a stronger flavor or maybe another flavor in addition to what it has I think I would enjoy it more."
5,Perfect,Not much else to say than that the product was perfect just like buying it at the store. Shipping was fast too! I am very please and will definately return as a customer at a later time.
4,Wow!,This item was featured on Dr Oz show as he was spotlighting healthier snack alternatives.  The chocolate chunk are the only ones available on amazon right now so that's the one I tried.  They are crazy good!  My mistake was giving some out at work and now I have to order more.<br /><br />The reviews for all the products are being lumped together in the ratings.  The Honey Graham Sticks doesn't taste like graham at all.  It's more like an animal cracker with a little more flavor.  The vanilla wafers are very good and taste much like Nilla wafers.  The madagascar vanilla have a buttery taste and are very crisp.  I've liked all but the graham sticks so far.
5,Multiple steepings of delicious tea & Gluten-free,"I love this tea!  I don't feel it is more expensive than other white teas because I get so many steepings from it that taste great.  Most other teas, I am lucky if I get 3 or 4 steepings with the 4th being weak.  I can re-steep these needles all day long and each steeping tastes as good as the first for me.  I use <a href=""http://www.amazon.com/gp/product/B000V5X826"">Medelco 12-Cup Glass Stovetop Whistling Kettle</a> and often throw out the first steeping if I don't feel like caffeine that day as most caffeine goes into the first steeping whereas all the healthy benefits are evenly distributed throughout many steepings.  After heating the purified water to 185°F in my Medelco 12-Cup Glass Stovetop Whistling Kettle, I pour a little hot water into my <a href=""http://www.amazon.com/gp/product/B000N2XMTG"">Primula Personal Glass Tea Mug</a> or <a href=""http://www.amazon.com/gp/product/B002C4KMM8"">Teas Etc 12-Ounce Glass Brew Mug with Glass Brew Basket and Lid</a>, then add 1 1/2 tablespoons of Rishi Tea Organic Silver Needle Jasmine Loose Tea, add 185°F water, and steep for 4-5 minutes.  If I want caffeine that day, I enjoy the first steep right away!  If I don't want caffeine that day or it is already evening or for whatever reason, I throw out the first steep and start my second steep right away for me to enjoy my first cup soon!  Also, sometimes instead of throwing out the first steep, I will save for cooking vegetables or other cooking as this tea adds delicious flavors and healthy benefits.  This is one of my favorite teas!<br /><br />All of Rishi's teas are gluten free and are processed in Milwaukee in a gluten free facility."
2,No Cats Meow....,"This taste of the wild mountain feline formula is available at the local Tractor Supply company here.  I usually get my cat food and bird seed there, and decided on my last trip to give my kitty a treat with something special.  It's expensive as wet cat food goes, but I figured how could I go wrong with something with a name like this and a lion on the can.  I picked up three of them.  Unfortunately, my cat was not impressed by the price, or the label, for she sure didn't care for it to say the least.  I was really surprised actually, for unless we're talking about the very cheapest store brand of wet food, she usually isn't all that finicky a cat.  But this stuff didn't cut it with her at all.  Even after giving it to her again a couple of days later, and then leaving it out.  I ended up giving it to my neighbor who has three cats.  They ate it, but according to my neighbor they didn't act like it was exactly fine cuisine either. They ended up eating about half of it over a couple of days. I realize that a test with only 4 cats isn't all that comprehensive, but the consensus was the same nonetheless.  None of them liked it.  I suggest if you favor the idea of this stuff that you either try your local Tractor Supply and buy just one can, or better yet, forget it.  For the price you pay and test results around here, in my opinion it's nothing more than overpriced substandard fare in a flashy can..."
